headword,pos,supplement,entry,meaning,ipa,word_id,example_sentence,translated_sentence,sentence_id
,,,lose,"〈物〉を失う,なくす,〈人・道など〉を見失う,〈仕事・権利・命など》を失う / 〈勝負事など〉に負ける / ...を保てなくなる / ...を逃す / 〈時計が〉〈ある時間〉だけ遅れる",/luz/,25059,I don't want to lose the game.,私はゲームに負けたくない。,1665399
,,,aside,"わきへ, わきに / 別にしておいて / 考慮しないで / 《名詞の後で》...はさておき",/əˈsaɪd/,2344,He stepped aside to let her pass.,彼は彼女が通るためにわきへと一歩退いた。,2996270
,,,observe,"観察する,監視する,守る,順守する",/əbˈzɜrv/,29211,I like to observe nature and learn about different plants and animals.,私は自然を観察して異なる植物や動物について学ぶのが好きです。,2995490
,,,promotion,"〈U〉〈C〉昇給, 進級 / 〈U〉《...を》押し進めること, 促進《of ...》 /〈C〉宣伝商品",/prəˈmoʊʃən/,33625,She received a promotion at work.,彼女は仕事で昇進を受けました。,3003218
,,,revise,改訂する,/rɪˈvaɪz/,35999,I need to revise the document before the meeting.,会議の前に文書を改訂する必要があります。,2995368
,,,thing,"〈C〉(形のある)物,物体;(生物に対しての)無生物  / 〈C〉(形のない)もの,事,事柄,でき事  / 《複数形で》事情,事態,状勢,状況  / 《複数形で》(すべての)事物,事柄  / 《通例 the~》(努力・活動などの)目的,目標  / 〈C〉衣服,衣類・《one's things》持ち物,所持品,身の回り品  / 《複数形で》道具,用具・〈C〉《親愛・哀れみ・軽べつなどの感情をこめて》人,者,やつ  / 《the~》《話》(…の)流行《+in+名》",/θɪŋ/,43134,I have a thing for you.,君に用があるんだ。,1623992
,,,vehicle,〈C〉(車・そりなどの) 乗り物 / (思想・感情・情報などの)伝達手段 / 〈U〉展色剤,/'viː.ɪ.kəl/,45941,I saw a vehicle parked on the street.,私は通りに駐車された乗り物を見ました。,3006384
,,,ever,"《疑問文・否定文,また比較級・最上級の文で》かつて, 今まで / 《条件節,未来時制で》いつか,いずれ / 《疑問詞を強調して》《話》いったいぜんたい / 《肯定文に用いて》いつも,常に",/ˈɛvər/,14567,Have you ever been to Japan?,日本に行ったことがありますか？,2998295
,,,function,"〈C〉(人・物の果たすべき) 働き, 機能, 役目 / 《しばしば複数形で》職務 / (公式の)儀式 ,《話》大きな催し(集まり),式典/ (数学で)関数",/fʌŋkʃən/,17208,He fulfilled the functions of a statesman.,彼は政治家の職務をはたした。,29028
,,,compute,"…'を'計算する,見積もる  / 計算する,算定する",/kəmˈpjuːt/,8742,I need to compute the total cost of the project.,私はプロジェクトの総費用を計算する必要があります。,3009730
,,,hire,を雇う / を借りる,/haɪr/,20014,They decided to hire a new employee.,彼らは新しい従業員を雇うことを決めました。,2999722
,,,main,"《名詞の前にのみ用いて》おもな,主要な",/meɪn/,25549,The main purpose of this project is to improve efficiency.,このプロジェクトの主な目的は効率を改善することです。,3001135
,,,mention,〈他〉を簡単に述べる / の名を挙げる,/mɛnʃən/,26453,I would like to mention that the meeting has been rescheduled.,会議の日程が変更されたことをお伝えしたい。,3001361
,,,participate,"〈自〉《...に》 参加する, 加わる 《in, with ...》",/pɑːrˈtɪsɪˌpeɪt/,30727,I will participate in the marathon next month.,来月、私はマラソンに参加します。,3002506
,,,prison,"〈C〉〈U〉刑務所,監獄,拘置所  / 〈C〉〈U〉(一般に)閉じ込めておく場所,幽閉所  / 〈U〉監禁",/ˈprɪzən/,33411,He was sentenced to five years in prison.,彼は刑務所に５年入る刑を宣告された。,3003154
,,,sex,"〈U〉〈C〉性,性別  / 《the~》《形容詞を伴い集合的に》男性,女性  / 〈U〉(男女(雌雄)間の)相違[の意識]  / 〈U〉性に関する事柄(情報)  / 〈U〉性交",/sɛks/,38311,Sex education is important for young people.,若者にとって性教育は重要です。,3004395
,,,witness,〈C〉目撃者 / 証人,/'wɪtnəs/,47666,I was a witness to the accident.,私はその事故の目撃者でした。,3006797
,,,implement,実行する / 実施する / 実装する,/ˈɪmplɪmənt/,21215,The company plans to implement a new software system next month.,会社は来月新しいソフトウェアシステムを導入する予定です。,1630587
,,,either,《~ A or B》AかBかいずれか / 《否定文・文尾》 ...もまた(...ない),/ˈiːðər/,13555,I don't know what to do either.,私もどうしたらいいのか分かりません。,66444
,,,affect,影響を与える,/əˈfɛkt/,705,The heavy rain affected the traffic.,激しい雨が交通に影響を与えました。,1658690
,,,burst,"破裂する, 爆発する / 急に...する  / を破裂させる",/bɜːrst/,5671,The balloon burst when it hit the sharp object.,風船は鋭い物に当たった時に破裂した。,3009128
,,,safety,"〈U〉(…からの)安全,無事《+from(against)+名》  / (またsafety catch)〈U〉(銃などの)安全装置  / 〈C〉(アメリカンフットボールで)セーフティー(クォータバックなどのボールを持っている選手が自軍のエンド・ゾーン内にタックルされること。2得点。)",/ˈseɪfti/,36899,Safety is our top priority.,安全は私たちの最優先事項です。,3004068
,,,participant,参加者,/pɑrˈtɪsəpənt/,30726,The participant won first place in the competition.,その参加者は競技で一位になりました。,3002508
,,,party,〈C〉パーティー / 社交的な集まり / 一団 / 政党 / 関係者 / 当事者,/pɑːr.ti/,30760,We had a great party last night.,昨晩はとても楽しいパーティーを開いた。,1623648
,,,poverty,〈U〉貧困 / 不足,/pɑvərti/,32892,Poverty is a major issue in many developing countries.,貧困は多くの発展途上国で重要な問題です。,3003020
,,,pursue,(獲物・犯人など)を追う / (計画・勧告など)に従う / (目的・快楽など)を追求する,/pərˈsuː/,34171,The detective pursued the suspect through the crowded streets.,探偵は混雑した通りを犯人を追いかけた。,3003386
,,,communicate,"〈他〉を伝える / を伝染させる / 〈自〉《...と》通信する, 連絡する《with ...》",/kəˈmjuːnɪˌkeɪt/,8584,Effective communication is key to building strong relationships.,効果的なコミュニケーションは強い関係を築くための鍵です。,3009677
,,,compromise,"〈U〉〈C〉《...との》 妥協, 和解 《with ...》 / 〈C〉妥協案, 折衷案",/ˈkɒmprəmaɪz/,8733,Finding a compromise is essential in any negotiation.,どんな交渉でも妥協を見つけることが重要です。,3009728
,,,embrace,抱きしめる、受け入れる,/ɪmˈbreɪs/,13788,We need to embrace change to move forward.,前進するためには変化を受け入れる必要があります。,2892522
,,,integrate,"〈他〉《...に》 を統合する, をまとめる 《into , with ...》 / (学校など)の人種差別をなくす",/ˈɪntəˌɡreɪt/,22167,It is important to integrate new employees into the company culture.,新入社員を企業文化に統合することが重要です。,3000290
,,,satisfaction,"〈U〉《...を》 満足させること 《of ...》 / 《...に》 満足すること 《at, with ...》 / 〈C〉満足させるもの",/sætɪsˈfækʃən/,37191,Customer satisfaction is our top priority.,お客様の満足度は私たちの最優先事項です。,3004196
,,,survey,〈C〉〈U〉《…の》(詳細な)調査《of ...》 / 〈C〉《…を》見渡すこと《of ...》,/sərˈveɪ/,41982,We conducted a survey to find out the needs of our customers.,私たちは顧客のニーズを探るために調査を実施した。,1623845
,,,transport,〈他〉を輸送する,/ˈtrænˌspɔrt/,44059,Oil is transported by tanker.,石油はタンカーで運ばれる。,56738
,,,sustain,を持続する / を元気づける / (家族など)を養う / 《文》(物が下から)…を支える / (損害・傷害など)を受ける,/səˈsteɪn/,42007,We need to sustain our efforts to protect the environment.,私たちは環境を保護するための取り組みを持続する必要があります。,3005375
,,,capture,"〈U〉(…を)つかまえること,(…の)捕獲,逗捕《+of+名》  / 〈C〉捕虜;捕獲した物(動物)",/'kæptʃər/,6300,He managed to evade capture by the police.,彼は警察の捕縛から逃れることに成功した。,2998279
,,,locate,の位置を突き止める / (ある位置・場所に)…を置く,/ləʊˈkeɪt/,24860,Can you help me locate my keys?,私の鍵の場所を教えてもらえますか？,3000967
,,,mixture,"〈U〉《...を》 混ぜ合わせること 《of ...》 / 〈C〉混合したもの  /
調合薬",/'mɪkstʃər/,27193,I made a delicious mixture of fruits for the smoothie.,私はスムージーのためにおいしいフルーツの混合物を作りました。,3001547
,,,nowadays,"(特に過去と比べて)今日では,このごろは",/ˈnaʊəˌdeɪz/,28979,"Nowadays, technology plays a crucial role in our daily lives.",今日では、テクノロジーが私たちの日常生活で重要な役割を果たしています。,3002027
,,,obligation,〈U〉(法律・社会・道徳上の) 義務 / 〈C〉恩義,/ɑbləˈɡeɪʃən/,29178,It is our obligation to follow the rules and regulations.,ルールと規則に従うことは私たちの義務です。,3002085
,,,prime,"最も重要な, 主要な / 最上の /",/praɪm/,33349,Prime Minister is the most important position in the government.,首相は政府で最も重要な地位です。,3003139
,,,remark,"〈C〉感想,意見,発言 / 注記 / 〈U〉注目",/rɪˈmɑrk/,35540,She made a sarcastic remark about his outfit.,彼女は彼の服装に皮肉な発言をした。,3003702
,,,select,"〈他〉(最適のものとして)を選ぶ, を精選する / 〈自〉選ぶ,精選する",/sɪˈlɛkt/,37911,I will select the best candidate for the job.,私はその仕事のために最適な候補者を選びます。,3004305
,,,similarly,類似して / 《文修飾語に用いて》同様に,/sɪˈmɪlərli/,38974,"Similarly, the chef added a pinch of salt to each dish to ensure consistent seasoning.",同様に、シェフが一品一品に塩をひとつまみ加え、味付けを統一しています。,1627599
,,,undergo,"(変化・検査など)を受ける,を経験する / (困難など)に耐える",/ʌndərˈɡoʊ/,44996,Many patients undergo medical tests to diagnose their condition.,多くの患者は自分の状態を診断するために医学的な検査を受けます。,3006138
,,,urge,〈他〉を駆り立てる / を強く促す / を力説する,/ɜːrdʒ/,45650,I urge you to reconsider your decision.,あなたに決定を再考するように促します。,3006308
,,,via,...を経由して / ...によって,/vaɪə/,46134,I traveled to Japan via Hong Kong.,私は香港を経由して日本に旅行しました。,3006409
,,,distinction,"〈U〉〈C〉《...の間の》 区別, 差異, 相違 《between ...》 / 〈U〉(区別となる)特徴",/dɪˈstɪŋkʃən/,12387,This is such a critical distinction.,これは非常に重要な違いだ。,2997727
,,,plot,"〈C〉小区画の土地 / (小説・劇などの) 筋 / 陰謀, たくらみ",/plɒt/,32290,The plot of the movie was full of twists and turns.,その映画のストーリーは紆余曲折に満ちていた。,3002869
,,,request,"〈他〉(物事) を頼む, を要請する / (人) に頼む",/rɪˈkwɛst/,35737,Can you please request a meeting with the client?,クライアントに会議のリクエストをしていただけますか？,3003767
,,,pattern,"〈C〉(壁紙・織物などの)模様 / 模範,手本 / 原型 / (行動・性資の) 型",/ˈpætərn/,30919,The wallpaper has a beautiful pattern.,壁紙には美しい模様があります。,3002563
,,,perceive,"(五感,特に目で)…に気がつく, を知覚する / を理解する, を悟る",/pərˈsiːv/,31261,I perceive a sense of calmness when I'm in nature.,自然にいると落ち着きを感じます。,1636368
,,,sequence,"〈U/C〉(時間の上の,また因果関係のつながりによる)連続,続き / 〈C〉《a ~》 《...の》 一連のもの 《of ...》 / 《...に対する》 結果 《to ...》 / 〈U〉(起こる) 順序",/siːkwəns/,38168,The sequence of events was unexpected.,一連の出来事は予想外だった。,3004356
,,,conventional,"従来の, 型にはまった / 慣例の, 因襲的な  / (核兵器に対して)通常兵器の",/kənˈvɛnʃənəl/,9303,The company decided to stick with conventional methods for the project.,その会社はプロジェクトにおいて従来の方法を使い続けることを決めた。,3009875
,,,apologize,"〈自〉《...に...について》 わびる, 謝罪する《to ... for, about ...》 / 弁解する, 言い訳する / 《...を》 弁護する 《for ...》",/əˈpɒlədʒaɪz/,1871,I must apologize for my late arrival.,私の遅刻について謝らなければなりません。,2996147
,,,equation,等式; 方程式,/ɪˈkweɪʒən/,14253,The equation is not correct.,式が正しくありません。,1625280
,,,perception,"(五感で)《…に》 気付くこと《of ...》, 知覚 / 《…を》 知覚する力, 洞察力《of ...》",/pɚˈsɛpʃən/,31267,Her keen perception of people's emotions made her an excellent counselor.,人々の感情に対する彼女の鋭い洞察力により、彼女は優れたカウンセラーとなった。,1627711
,,,resident,〈C〉居住者,/ˈrɛzɪdənt/,35774,I am a resident of this city.,私はこの都市の住民です。,3003782
,,,restore,"回復する / (元の状態に)…を復活させる, を復帰させる 《to ...》 / (元の形に) ...を修復する, を復元する / (盗品など)を返す,を返却する",/rɪˈstɔːr/,35858,He is working hard to restore the old house.,彼は古い家を修復するために一生懸命働いています。,3003813
,,,council,"〈C〉諮問会, 協議会, 評議会 / 会議,協議  / (州・市・町議会など)地方自治体の議会",/'kaʊnsəl/,9687,The council meeting was held to discuss important issues.,重要な問題を議論するために、評議会の会議が開かれました。,1628576
,,,entitle,"(本など)に表題をつける / (人)に権利を与える, に資格をあたえる",/ɪnˈtaɪtəl/,14124,The author can entitle their book with any name they choose.,著者は自分が選んだ名前で本に表題をつけることができます。,2998191
,,,entry,"〈C/U〉入ること, 入場 / 〈C〉記載事項, 項目 / 《...の》 記入 《of ...》 / 参加者",/ˈɛntri/,14152,There were fifty entries for the race.,そのレースには５０人の参加者がいた。,124250
,,,typical,"典型的な, 代表的な / 特色をよく示す,特徴的な",/tɪpɪkəl/,44693,He is a typical example of a hardworking student.,彼は勤勉な学生の典型的な例です。,3006067
,,,convince,"...を納得させる, ...を確信させる",/kənˈvɪns/,9333,I will convince him to join our team.,私は彼を私たちのチームに参加させるように納得させます。,3009882
,,,construction,"〈U〉《...の》組立て, 建造《of ...》 / 構造, 造り / 〈C〉建築物",/kənˈstrʌkʃən/,9134,The construction of the new building is almost complete.,新しい建物の組立てはほぼ完了しています。,3009829
,,,landscape,"〈C〉(土地の) 風景, 景色 / 風景画 / 〈U〉風景画法 /",/lændskeɪp/,23835,The landscape of the countryside is breathtaking.,田舎の風景は息をのむほど美しいです。,3000697
,,,preference,"〈U〉〈C〉好み / 好みの物を選ぶ権利,優先権 / 〈C〉好みのもの / 〈U〉〈C〉選好",/prɛfərəns/,33093,I have a preference for spicy food.,私は辛い食べ物が好きです。,3003070
,,,shine,"〈自〉光る, 輝く / 〈他〉《...に》…の光を向ける《on ...》 / 〈靴・銀器など〉をみがいて光らせる / 【名/U】《時にa~》 光",/ʃaɪn/,38541,The sun shines brightly in the sky.,太陽が空に明るく輝いています。,3004459
,,,shout,"〈自〉叫ぶ, 大声を出す《out》 / 〈他〉...を大声で言う, を叫ぶ《out》",/ʃaʊt/,38713,He shouted at the top of his lungs.,彼は全力で叫んだ。,3004507
,,,dollar,"〈C〉ドル (米国の貨幣単位で100セント;記号は$,$)  / 1ドル紙幣",/ˈdɑlər/,12597,I bought a cup of coffee with a dollar.,私は1ドルでコーヒーを買った。,1624166
,,,instruction,"〈U〉《...の》 指導；教育 《in ...》 / 命令,指図",/ɪnˈstrʌkʃən/,22120,The teacher gave clear instructions to the students.,先生は生徒たちに明確な指示を与えました。,3000274
,,,photo,〈C〉《くだけて》写真,/fəʊtəʊ/,31681,She took a photo of the sunset.,彼女は夕焼けの写真を撮りました。,1624450
,,,strength,"〈U〉力, 体力 / (物の) 耐久力, 抵抗力, 影響力",/strɛŋθ/,41276,She showed great strength in overcoming her fears.,彼女は自分の恐怖心を克服するために大きな力を示しました。,3005173
,,,emphasis,"〈U〉《...に対する》強調, 重要視《on ...》 / 〈U〉〈C〉(音節・語・句などに置く)強勢,強調",/ˈɛmfəsɪs/,13845,She spoke with emphasis to make her point clear.,彼女はポイントを明確にするために強調して話しました。,2998110
,,,fade,衰える / 〈植物が〉しぼむ / しだいに消えてゆく《away》 / …を衰えさせる,/feɪd/,15092,The colors of the sunset slowly fade away.,夕焼けの色が徐々に薄れていく。,2998450
,,,faith,"〈U〉信頼, 信用 / 誠実 / 《...への》信仰《in ...》 / 〈C〉教義, 信条",/feɪθ/,15144,Having faith in oneself is important for personal growth.,自分自身を信じることは、個人の成長にとって重要です。,2998461
,,,material,"〈U〉〈C〉材料, 原料 / 生地 / 〈U〉《小説・社会調査などの》資料《for ...》",/məˈtɪəriəl/,26090,The material used for this dress is silk.,このドレスに使用されている素材はシルクです。,3001263
,,,recommendation,〈U〉《...を》推薦すること《of ...》 / 〈C〉推薦状 / 長所,/rɛkəmɛnˈdeɪʃən/,35128,Do you have any recommendations for me about the best restaurants in town?,街でおすすめのレストランがあれば教えてくれませんか？,1623005
,,,colleague,"〈C〉(会社・学校などの) 同僚 / (専門職業の) 仲間, 同業者",/kəˈliːɡ/,8302,I have a meeting with my colleague tomorrow.,明日、同僚と会議があります。,3009623
,,,divorce,〈U〉〈C〉離婚,/dɪˈvɔːrs/,12474,She filed for divorce after years of unhappiness in her marriage.,彼女は結婚生活の数年間の不幸せの後、離婚を申請しました。,2997764
,,,manufacturer,〈U〉(大規模な) 製造業者,/mænjuˈfæktʃərər/,25823,The manufacturer produces high-quality products.,そのメーカーは高品質な製品を生産しています。,3001188
,,,minister,"〈C〉聖職者, 牧師 / (英国・欧州諸国・日本の) 大臣 / 《…駐在》公使《to ...》",/ˈmɪnɪstər/,26955,The prime minister addressed the nation in a televised speech.,首相はテレビ演説で国民に対応しました。,3001495
,,,odd,"奇妙な, 変な / (対・組のうちの) 片方の / 余分の / 奇数の",/ɑd/,29304,It's odd that he didn't show up to the meeting.,彼が会議に現れなかったのは奇妙だ。,3002135
,,,certain,"確信している / 碓かな / 必ず～する / 明白である / 若干の / ある,ある一定の",/sərˈteɪn/,6899,I am certain that I will pass the exam.,私は試験に合格すると確信しています。,1628003
,,,deliver,《...に》〈手紙・荷物など〉を配達する《to ...》 / 《…に》〈打撃・攻撃など〉を加える《to ...》 / 〈意見など〉を述べる / 《…から》〈人〉を救い出す《from ...》,/dɪˈlɪvər/,11252,The courier will deliver the package to your doorstep.,宅配業者が荷物を玄関先に配達します。,2997432
,,,surely,"確かに, 疑いもなく / 《否定文で用いて》まさか, よもや / 《強意に用いて》きっと / 《おもに米》(返答で)いいとも,もちろん",/ˈʃʊrli/,41932,"Surely, you can't be serious.",確かに、君は真剣ではないはずだ。,3005337
,,,glance,〈C〉《...を》ちらりと見ること《at ...》,/ɡlæns/,17961,She took a quick glance at the clock before leaving the room.,彼女は部屋を出る前に時計をちらっと見た。,2999152
,,,message,"〈C〉(文書・言葉・信号などによる)伝書, 通信 / 〈U〉《the ~》要旨,意図 / お告げ,神託",/ˈmɛsɪdʒ/,26533,I received an important message from my boss.,私は上司から重要なメッセージを受け取りました。,1623562
,,,silent,"音がしない, 静かな / 沈黙の",/ˈsaɪlənt/,38930,"The library was silent, with only the sound of pages turning.",図書館は静かで、ページがめくられる音だけが聞こえた。,3004565
,,,invite,"〈他〉《...に》〈人〉を招待する, を招く《to ...》 / …を丁重に依頼する /  〈物事が〉…を誘い起こす,を誘発する",/ɪnˈvaɪt/,22484,I would like to invite you to my birthday party.,私はあなたを私の誕生日パーティーに招待したいと思います。,3000369
,,,there,"そこで(に,へ) / その時に / その点で / 《文頭に置いて》そら,あれ / 《その場にいる人に》そこの人 / 《名詞の後に用いて》そこの,あそこの / 《~ is, are ...》…がある",/ðɛər/,43050,We can find the answer if we look there.,そこを見れば答えが見つかる。,1623871
,,,secret,秘密の,/siːkrɪt/,37801,He was charged with a secret mission.,彼は極秘任務を与えられた。,33951
,,,establishment,〈U〉《...の》設立《of ...》 / (確立された) 制度 / 《the E-》体制,/ɪˈstæblɪʃmənt/,14399,The establishment of the company was a significant milestone.,会社の設立は重要な節目でした。,1665116
,,,online,オンラインの,/ˈɒnlaɪn/,29566,I prefer to shop online rather than going to the store.,私は店に行くよりもオンラインで買い物する方が好きです。,3002201
,,,push,〈他〉(動かすために)…を押す / 〈提案・要求など〉を押し進める / 〈人〉に押しつける / 〈自〉 押す,/pʊʃ/,34181,I push the door open.,私はドアを押して開ける。,3003387
,,,expect,"〈他〉を予期する, 予想する / (当然のこととして)…を要求する / 〈物・事〉を期待する",/ɪkˈspɛkt/,14798,I expect to receive the package tomorrow.,明日、荷物を受け取ることを期待しています。,2998361
,,,unfortunately,"《...にとって》不幸にも, 運悪く, あいにく,  残念ながら《for ...》",/ʌnˈfɔːtʃənətli/,45165,"Unfortunately, I missed the bus.",不幸にも、私はバスに乗り遅れました。,3006182
,,,city,"〈C〉(特に行政権を持っている)都市, 都会 / 《米》市 / 《集合的に》都市の全市民,",/'sɪti/,7675,I live in a big city.,私は大きな都市に住んでいます。,1624085
,,,loud,"(音・声が) 大きい / 騒々しい, 派手な",/laʊd/,25077,The music at the concert was so loud that my ears were ringing.,コンサートの音楽はとても大きかったので、耳が鳴っていました。,3001024
,,,reference,〈U〉《...へ》言及すること《to ...》 / 《...を》参照すること《to ...》 / 〈C〉(本などの)出典 / 言及した事柄 / (人物・才能などの)証明書 / 〈他〉〈本･著者など〉を参考文献として引用する,/ˈɹɛfəɹəns/,35306,I need to check the reference book for more information.,もっと詳しい情報を得るために参考書を調べる必要があります。,3003602
,,,since,"...以後ずっと, ...以来ずっと / ...なので, ...だから",/sɪns/,39013,I have been studying English since I was in high school.,私は高校の時からずっと英語を勉強しています。,3004589
,,,hair,"〈C〉(人間・動物の1本の) 毛 /〈U〉《集合的に》髪の毛 / 《a~》1本の毛ほどの量, ごくわずか",/heər/,18977,"She has long, beautiful hair.",彼女は長くて美しい髪を持っています。,2999433
,,,here,"《場所・位置》ここで, ここで / 《関連》この点で, この場合",/hɪər/,19743,Come here!,ここに来て！,1623435
,,,mess,"〈U〉雑然としていること, 混乱 /〈C〉ごちゃごちゃになった物",/mɛs/,26531,Don't make a mess in your room.,部屋を散らかさないでください。,3001378
,,,wave,揺れる / うねる / 手を振る,/weɪv/,46876,"She smiled, waving her hand.",彼女は手を振りながらにっこり笑った。,14645
,,,monitor,〈C〉(人の行為についての)監視役 / 学級委員 / 監視装置 / モニター(新聞・ラジオに感想・批評を提供する人),/mɒnɪtə/,27387,I need to buy a new monitor for my computer.,私はコンピューター用の新しいモニターを買う必要があります。,3001599
,,,hope,"を望む, を期待する / 《I ~ that節》〈私は〉…だと思う / 《...を》望む, 期待する《for ...》",/həʊp/,20323,He hopes he'll win and I hope so too.,彼は勝てると思っており、私もそう願っている。,29897
,,,need,"《疑問文・否定文,また疑問・否定の内容を表す文で》…する必要がある,しなければならない / 《~ not have doneの形で》…する必要はなかったのに",/niːd/,28307,It needs to be repaired.,それは修理しなくちゃだめだよ。,116942
,,,real,(想像でなく)現実の / (まがいものでなく)本物の / 不動産の,/riːl/,34961,He is living in the real world.,彼は現実の世界で生活している。,3003514
,,,keep,〈他〉〈物〉をずっと持っている / 〈物〉を保存しておく / 〈ある状態〉を保ち続ける / 〈約束・規則・慣習など〉を守る / の管理をする / 《…から》…を守る《from ...》 / 〈自〉保つ / (ある場所に)ずっといる,/kip/,23266,I will keep my promise.,私は約束を守ります。,1623510
,,,all,"《単数形,または数えられない名詞につけて》(ある一つのものについて,その)全体の,全…,…じゅう,…全体 / 《複数形につけて》(個々を一つにまとめて)全部の,すべての / 《複数形,または数えられない名詞につけて》(ある全体の中の)いずれの,およそどの,あらゆる / 《数えられない名詞につけて》できる限りの,最大の",/ɔːl/,1100,All the books on this shelf are mine.,この棚にある本はすべて私のものです。,2995944
,,,regardless,"《...に》無頓着な《of ...》, 不注意な",/rɪˈɡɑrdləs/,35383,She is regardless of her appearance.,彼女は身なりを気にしていない。,59126
,,,guess,"(十分な根拠なしに)…を推測する /  (正確な推測で)…を言い当てる / 《~ that》《米》…と思う / 《...を》推測する《at, about ...》",/ɡɛs/,18747,Can you guess the answer?,答えを推測できますか？,2999373
,,,now,"今, 現在は / 《rightを伴って》ただちに, すぐに / さて, ところで, さあ",/naʊ/,28978,I will finish this work now.,今この仕事を終えます。,1623618
,,,people,"〈U〉《複数扱い》(一般に) 人々 / 《複数扱い》世間の人 / 《複数扱い》(国家・自治体の) 住民 / 〈C〉国民, 民族",/'piːpəl/,31230,People are gathering in the park.,公園に人々が集まっている。,1624449
,,,recommend,"〈他〉を推薦する / 《...することを》〈人〉に勧める《to do》 /〈事〉を勧める, を勧告する",/ˌrɛkəˈmɛnd/,35127,I recommend this book to anyone who loves mystery novels.,この本はミステリー小説が好きな人におすすめです。,3003566
,,,remove,取り去る / 移す / 解任する,/rɪˈmuːv/,35580,Please remove your shoes before entering the house.,家に入る前に靴を脱いでください。,3003712
,,,stupid,"(人が)馬鹿な, 愚かな  / (言葉などが)馬鹿な, 非常識な / (物事が)面白くない,退屈な",/'stjuːpɪd/,41427,He made a stupid mistake.,彼は愚かな間違いをした。,3005213
,,,these,"これら,これ,こちら",/ðiz/,43094,These are the rules we must follow.,これらは我々が守らなければならないルールです。,1623393
,,,god,〈C〉(ギリシア・ローマ神話や多神教などの) 神 / 神像 / 〈U〉(キリスト教など一神教の) 神,/ɡɒd/,18115,God is always watching over us.,神はいつも私たちを見守っています。,2999190
,,,pure,"(金など)混じりけのない, 純粋の / (水など)汚れていない, きれいな / 《名詞の前にのみ用いて》《話》全くの / 《名詞の前にのみ用いて》(応用的に対して)理論的な",/pjʊər/,34129,She has pure intentions.,彼女は純粋な意図を持っています。,3003366
,,,frame,〈C〉(建造物・機械などの)骨組み / (戸・窓などの) 枠 / 体格,/frəm/,16818,The picture looks better with a frame.,絵は額縁に入れるとより良く見えます。,2998901
,,,luck,"〈U〉運, 巡り合わせ  / 幸運",/lʌk/,25211,I need luck to pass the exam.,試験に合格するために運が必要だ。,1624443
,,,dedicate,《...に》を奉納する / をささげる《to》 / に専念する,/ˈdɛdɪkeɪt/,11067,He dedicates himself to research.,彼は研究に専念する。,33368
,,,happy,幸せな / 嬉しい,/hæpi/,19203,He was so happy that he smiled all the time.,彼はとても幸せなので、いつも笑っていた。,1624411
,,,shelter,"〈U〉(雨・風,攻撃などからの) 保護,避難 / 《...からの》避難所《from ...》",/ˈʃɛltər/,38500,I found shelter from the rain under a tree.,私は木の下で雨宿りする場所を見つけました。,3004448
,,,we,私たちは,/wiː/,46915,We are going to the park today.,今日は私たちは公園に行く予定だ。,1623941
,,,administration,統治 / 管理 / 管理者 / 当局者 / 執行,/ədˌmɪnɪˈstreɪʃən/,543,The administration of this company is very efficient.,この会社の管理は非常に効率的です。,2995775
,,,a,"【冠詞】《oneの弱い意味で》一つの / 《~ certain》ある / 《同種類のものを代表してany, eachの弱い意味で》…というものは / 《単位を表す語につけて》…につき",/ə/,6,I need a pen to write a letter.,ペンが必要です/手紙を書くには,2995580
,,,about,"…について,に関して  / 《英》…の回りに(を),の周囲を(で)(《米》[[around]])  / 《英》…のあちこちに(で,を),に点々と(《米》[[around]])  / 《英》…のあたりに(を),の近くに([[near]])(《米》[[around]])  / …の身の回りに,を手もとに  / …の身辺に,のどこかに  / …に従事して,にかかわって",/əˈbaʊt/,148,I am writing a report about the environmental issues.,私はレポートを書いています/環境問題についての,2995628
,,,abroad,"海外へ(で),外国に(で)  / 《古》戸外へ  / 広く;(うわさなどが)広まって",/əˈbrɔːd/,164,I am planning to study abroad next year.,私は来年、海外で勉強する予定です。,2995636
,,,abstract,抽象的な / 理論的な,/ˈæb.strækt/,209,The concept of love is quite abstract.,愛の概念はかなり抽象的です。,2995648
,,,absolutely,"絶対的に, 完全に / 無条件に / 《話》(返事や合いの手として)そのとおり,まったく",/ˌæbˈsəlutli/,193,You are absolutely right.,全くおっしゃる通りです。,144001
,,,acceptable,"受け入れられる,認められる / 人に喜ばれる",/əkˈsɛptəbəl/,261,Your proposal is perfectly acceptable.,あなたの提案は完全に受け入れられます。,2995663
,,,account,〈C〉口座 / 報告 / 理論 / 記述; 会計記録 / つけ / 取引,/əˈkaʊnt/,307,I need to create a new account on this website.,このウェブサイトで新しいアカウントを作成する必要があります。,2892514
,,,accompany,【動/他】(人など)に同行する / に付随して起こる / (歌・歌手)の伴奏をする,/əˈkʌmpəni/,293,I'll accompany you to the airport.,空港までお伴しましょう。,93322
,,,act,"行動する,行う  / 《様態を表す副詞[句]を伴って》わざとふるまう,見せかける  / 〈人・物が〉(…として)動く,役割をはたす《+as+名》  / 〈薬が〉作用する,きく  / 舞台に立つ,出演する  / 〈…の役〉'を'演ずる;〈劇〉'を'上演する  / …‘に'ふさわしくふるまう  / …‘に'見せかける,‘の'ふりをする",/ækt/,421,The soldier acted bravely.,その兵士は勇敢に振る舞った。,118682
